timestamp,open,high,low,close,volume
2025-06-04 16:00:00-04:00,169.388,169.57,169.388,169.52,3039741.0
2025-06-04 17:00:00-04:00,169.52,169.57,169.5,169.57,22166.0
2025-06-04 18:00:00-04:00,169.53,169.66,169.5,169.6,8136.0
2025-06-04 19:00:00-04:00,169.56,169.56,169.43,169.51,7504.0
2025-06-05 04:00:00-04:00,169.59,170.25,169.59,169.98,20762.0
2025-06-05 05:00:00-04:00,169.84,170.0,169.8,169.81,9640.0
2025-06-05 06:00:00-04:00,169.96,171.44,169.96,171.42,62055.0
2025-06-05 07:00:00-04:00,171.35,172.17,171.0,172.16,114818.0
2025-06-05 08:00:00-04:00,171.29,172.31,169.46,171.5255,177939.0
2025-06-05 09:00:00-04:00,171.66,172.36,170.54,171.08,3075336.0
2025-06-05 10:00:00-04:00,171.08,172.12,169.79,171.28,3952700.0
2025-06-05 11:00:00-04:00,171.3,171.77,170.83,171.23,2215096.0
2025-06-05 12:00:00-04:00,171.21,171.75,170.37,170.56,2019780.0
2025-06-05 13:00:00-04:00,170.56,171.9,170.37,171.47,1430153.0
2025-06-05 14:00:00-04:00,171.46,171.68,170.84,171.43,1611663.0
2025-06-05 15:00:00-04:00,171.42,171.42,169.35,169.89,4114854.0
2025-06-05 16:00:00-04:00,169.9,169.9,169.26,169.37,5955960.0
2025-06-05 17:00:00-04:00,169.31,169.61,168.7561,168.93,34531.0
2025-06-05 18:00:00-04:00,169.24,169.63,168.96,169.3048,30597.0
2025-06-05 19:00:00-04:00,169.35,169.8,169.35,169.69,20381.0
2025-06-06 04:00:00-04:00,170.5,170.62,170.46,170.62,5911.0
2025-06-06 05:00:00-04:00,170.5,170.81,170.45,170.8,2562.0
2025-06-06 06:00:00-04:00,170.82,170.85,170.58,170.58,6698.0
2025-06-06 07:00:00-04:00,170.61,171.06,170.61,171.02,31084.0
2025-06-06 08:00:00-04:00,171.0,172.41,170.15,172.19,153630.0
2025-06-06 09:00:00-04:00,172.3,174.17,171.77,174.05,4313694.0
2025-06-06 10:00:00-04:00,174.06,175.43,173.81,174.12,3721762.0
2025-06-06 11:00:00-04:00,174.1299,174.71,173.31,174.42,2279924.0
2025-06-06 12:00:00-04:00,174.42,174.545,173.6,174.14,1405975.0
2025-06-06 13:00:00-04:00,174.12,174.935,173.88,174.86,1233378.0
2025-06-06 14:00:00-04:00,174.8401,175.83,174.77,175.29,2421912.0
2025-06-06 15:00:00-04:00,175.26,175.515,174.68,174.92,4523123.0
2025-06-06 16:00:00-04:00,174.92,175.5123,174.44,174.7,2106244.0
2025-06-06 17:00:00-04:00,174.73,174.9,174.62,174.75,12435.0
2025-06-06 18:00:00-04:00,174.66,174.9,174.63,174.6606,3896.0
2025-06-06 19:00:00-04:00,174.7357,174.91,174.7357,174.9,3456.0
2025-06-09 04:00:00-04:00,174.5,175.09,174.0,174.82,36826.0
2025-06-09 05:00:00-04:00,174.83,175.0,174.7,175.0,30434.0
2025-06-09 06:00:00-04:00,175.3,175.81,175.3,175.81,9946.0
2025-06-09 07:00:00-04:00,175.8,176.19,175.65,175.89,22859.0
2025-06-09 08:00:00-04:00,175.65,176.2,174.35,175.23,68585.0
2025-06-09 09:00:00-04:00,175.45,177.13,175.32,176.69,2524782.0
2025-06-09 10:00:00-04:00,176.74,177.6678,176.35,176.37,2891647.0
2025-06-09 11:00:00-04:00,176.37,177.355,176.25,177.13,2028284.0
2025-06-09 12:00:00-04:00,177.14,177.43,176.83,177.295,1295281.0
