timestamp,open,high,low,close,volume
2025-06-06 18:00:00-04:00,97.52,97.55,97.4001,97.55,6585.0
2025-06-06 19:00:00-04:00,97.5499,97.55,97.5,97.51,2834.0
2025-06-09 04:00:00-04:00,97.49,97.49,97.31,97.31,634.0
2025-06-09 05:00:00-04:00,97.29,97.39,97.29,97.38,1142.0
2025-06-09 06:00:00-04:00,97.49,98.25,97.46,98.1,22407.0
2025-06-09 07:00:00-04:00,98.05,98.21,97.94,98.01,9397.0
2025-06-09 08:00:00-04:00,97.99,98.25,97.42,97.87,154652.0
2025-06-09 09:00:00-04:00,97.7801,97.9705,97.01,97.04,1691475.0
2025-06-09 10:00:00-04:00,97.07,97.33,96.77,97.27,1892688.0
2025-06-09 11:00:00-04:00,97.27,97.85,97.2244,97.765,1512625.0
2025-06-09 12:00:00-04:00,97.77,97.77,97.41,97.445,933877.0
2025-06-09 13:00:00-04:00,97.445,97.445,97.2,97.315,966432.0
2025-06-09 14:00:00-04:00,97.315,97.5,97.31,97.435,1042934.0
2025-06-09 15:00:00-04:00,97.435,97.61,97.39,97.43,2989888.0
2025-06-09 16:00:00-04:00,97.45,97.7,97.4,97.7,2370970.0
2025-06-09 17:00:00-04:00,97.62,97.62,97.46,97.5,10685.0
2025-06-09 18:00:00-04:00,97.5,97.55,97.4538,97.4805,3751.0
2025-06-09 19:00:00-04:00,97.4817,97.55,97.48,97.54,2608.0
2025-06-10 04:00:00-04:00,97.34,97.34,97.28,97.34,2388.0
2025-06-10 05:00:00-04:00,97.43,97.43,97.41,97.41,1320.0
2025-06-10 06:00:00-04:00,97.36,97.36,97.36,97.36,200.0
2025-06-10 07:00:00-04:00,97.34,97.41,97.3,97.41,2292.0
2025-06-10 08:00:00-04:00,97.3008,97.52,97.2994,97.5,13405.0
2025-06-10 09:00:00-04:00,97.47,98.0892,96.99,97.48,1392328.0
2025-06-10 10:00:00-04:00,97.49,97.49,96.85,96.98,1987464.0
2025-06-10 11:00:00-04:00,96.97,96.99,96.48,96.795,1645088.0
2025-06-10 12:00:00-04:00,96.795,96.85,96.6,96.66,1180500.0
2025-06-10 13:00:00-04:00,96.655,96.8052,96.53,96.715,1225216.0
2025-06-10 14:00:00-04:00,96.71,96.96,96.575,96.925,1518570.0
2025-06-10 15:00:00-04:00,96.93,97.42,96.915,97.36,2699278.0
2025-06-10 16:00:00-04:00,97.32,97.32,97.07,97.24,4946053.0
2025-06-10 17:00:00-04:00,97.2291,97.24,97.21,97.23,62400.0
2025-06-10 18:00:00-04:00,97.24,97.25,97.2,97.25,8484.0
2025-06-10 19:00:00-04:00,97.26,97.405,97.2114,97.3099,5973.0
2025-06-11 04:00:00-04:00,97.42,97.42,97.33,97.33,933.0
2025-06-11 05:00:00-04:00,97.46,97.46,97.46,97.46,101.0
2025-06-11 06:00:00-04:00,97.34,97.34,97.34,97.34,100.0
2025-06-11 07:00:00-04:00,97.3,97.33,97.16,97.18,5017.0
2025-06-11 08:00:00-04:00,97.11,97.66,97.11,97.43,168450.0
2025-06-11 09:00:00-04:00,97.6,97.6,96.63,96.73,1530351.0
2025-06-11 10:00:00-04:00,96.73,96.9,96.55,96.7575,1744660.0
2025-06-11 11:00:00-04:00,96.755,96.86,96.3,96.435,1536412.0
2025-06-11 12:00:00-04:00,96.44,96.61,96.41,96.435,859037.0
2025-06-11 13:00:00-04:00,96.44,96.5,95.915,95.935,1541887.0
2025-06-11 14:00:00-04:00,95.93,96.06,95.35,95.855,2247511.0
2025-06-11 15:00:00-04:00,95.855,95.97,95.51,95.83,3233895.0
2025-06-11 16:00:00-04:00,95.8,95.95,95.65,95.8708,3291596.0
2025-06-11 17:00:00-04:00,95.88,95.89,95.85,95.85,5713.0
2025-06-11 18:00:00-04:00,95.84,95.9,95.81,95.9,7261.0
2025-06-11 19:00:00-04:00,95.88,96.01,95.85,95.9599,20343.0
2025-06-12 04:00:00-04:00,95.5,95.65,95.5,95.63,4786.0
2025-06-12 05:00:00-04:00,95.55,95.55,95.4,95.4,5637.0
2025-06-12 06:00:00-04:00,95.41,95.42,95.4,95.42,1157.0
2025-06-12 07:00:00-04:00,95.49,95.65,95.49,95.49,6409.0
2025-06-12 08:00:00-04:00,95.51,96.03,95.15,95.49,248112.0
2025-06-12 09:00:00-04:00,95.5,95.5,93.43,95.0,3353073.0
2025-06-12 10:00:00-04:00,94.99,95.01,94.5199,94.76,2296401.0
2025-06-12 11:00:00-04:00,94.76,94.94,94.07,94.335,2526512.0
2025-06-12 12:00:00-04:00,94.34,94.51,94.04,94.38,1667418.0
2025-06-12 13:00:00-04:00,94.3799,94.68,94.29,94.67,1139671.0
2025-06-12 14:00:00-04:00,94.67,95.02,94.6632,95.0,1197595.0
2025-06-12 15:00:00-04:00,94.995,95.06,94.59,94.825,2799320.0
2025-06-12 16:00:00-04:00,94.83,94.9705,94.6701,94.705,2533335.0
2025-06-12 17:00:00-04:00,94.8467,94.8467,94.75,94.79,1342.0
2025-06-12 18:00:00-04:00,94.7265,94.85,94.7,94.7,2826.0
2025-06-12 19:00:00-04:00,94.7,94.8,94.5,94.5,26964.0
2025-06-13 04:00:00-04:00,94.48,94.48,94.01,94.01,8380.0
2025-06-13 05:00:00-04:00,94.32,94.5,94.3,94.42,5227.0
2025-06-13 06:00:00-04:00,94.45,94.49,94.37,94.37,1727.0
2025-06-13 07:00:00-04:00,94.41,94.47,94.25,94.47,11435.0
2025-06-13 08:00:00-04:00,94.25,94.459,93.3,94.34,31995.0
2025-06-13 09:00:00-04:00,94.31,95.32,94.11,94.92,2902214.0
2025-06-13 10:00:00-04:00,94.94,95.09,94.445,94.91,2802545.0
2025-06-13 11:00:00-04:00,94.9,94.94,94.57,94.805,1505229.0
2025-06-13 12:00:00-04:00,94.795,94.91,94.55,94.645,1013331.0
2025-06-13 13:00:00-04:00,94.645,94.69,94.295,94.595,1227842.0
2025-06-13 14:00:00-04:00,94.6,94.75,94.32,94.4502,1632486.0
2025-06-13 15:00:00-04:00,94.44,94.55,94.005,94.38,3596389.0
2025-06-13 16:00:00-04:00,94.44,94.66,94.37,94.5,2916455.0
2025-06-13 17:00:00-04:00,94.41,94.5,94.41,94.4481,17487.0
2025-06-13 18:00:00-04:00,94.42,94.96,94.35,94.45,9709.0
2025-06-13 19:00:00-04:00,94.45,94.65,94.45,94.52,6538.0
2025-06-16 04:00:00-04:00,94.74,94.8,94.74,94.8,803.0
2025-06-16 05:00:00-04:00,94.83,94.83,94.67,94.7,902.0
2025-06-16 06:00:00-04:00,94.71,94.71,94.67,94.67,2759.0
2025-06-16 07:00:00-04:00,94.75,94.75,94.66,94.7,3419.0
2025-06-16 08:00:00-04:00,94.75,94.8831,94.64,94.7,30177.0
2025-06-16 09:00:00-04:00,94.69,95.745,94.61,95.73,1555777.0
2025-06-16 10:00:00-04:00,95.735,95.78,95.02,95.1,1735572.0
2025-06-16 11:00:00-04:00,95.1,95.14,94.905,94.909,1150876.0
2025-06-16 12:00:00-04:00,94.92,94.969,94.77,94.805,896479.0
2025-06-16 13:00:00-04:00,94.8,94.95,94.62,94.74,857483.0
2025-06-16 14:00:00-04:00,94.75,94.91,94.635,94.69,1680070.0
2025-06-16 15:00:00-04:00,94.68,94.695,94.095,94.32,4006001.0
2025-06-16 16:00:00-04:00,94.29,94.44,94.2,94.35,2810915.0
2025-06-16 17:00:00-04:00,94.39,94.3988,94.3301,94.36,3832.0
2025-06-16 18:00:00-04:00,94.37,94.37,94.25,94.26,11258.0
2025-06-16 19:00:00-04:00,94.26,94.26,94.1004,94.1016,8981.0
2025-06-17 04:00:00-04:00,94.35,94.35,94.3,94.3,1550.0
2025-06-17 05:00:00-04:00,94.2,94.2,94.15,94.15,1094.0
2025-06-17 06:00:00-04:00,94.18,94.39,94.15,94.29,3906.0
2025-06-17 07:00:00-04:00,94.2,94.21,94.16,94.18,4269.0
2025-06-17 08:00:00-04:00,94.2,94.45,93.88,93.93,41388.0
2025-06-17 09:00:00-04:00,93.89,94.38,93.8,93.945,1311277.0
2025-06-17 10:00:00-04:00,93.95,94.54,93.62,94.47,2610673.0
2025-06-17 11:00:00-04:00,94.47,94.82,94.415,94.67,1553589.0
2025-06-17 12:00:00-04:00,94.66,94.75,94.46,94.62,1183597.0
2025-06-17 13:00:00-04:00,94.61,94.655,94.1,94.26,907517.0
2025-06-17 14:00:00-04:00,94.255,94.395,94.1,94.395,1135127.0
2025-06-17 15:00:00-04:00,94.395,94.49,94.195,94.24,1773417.0
2025-06-17 16:00:00-04:00,94.25,94.4875,94.0,94.16,2474741.0
2025-06-17 17:00:00-04:00,94.16,94.17,94.1,94.1573,3649.0
2025-06-17 18:00:00-04:00,94.0,94.17,94.0,94.06,5036.0
2025-06-17 19:00:00-04:00,94.07,94.19,94.07,94.19,2607.0
2025-06-18 04:00:00-04:00,94.5,94.5,94.5,94.5,136.0
2025-06-18 06:00:00-04:00,94.46,94.89,94.46,94.81,12157.0
2025-06-18 07:00:00-04:00,94.81,94.81,94.6,94.62,8844.0
2025-06-18 08:00:00-04:00,94.8,94.8,94.21,94.55,23474.0
2025-06-18 09:00:00-04:00,94.45,94.7364,94.09,94.55,965914.0
2025-06-18 10:00:00-04:00,94.55,95.1,94.48,95.04,1222722.0
2025-06-18 11:00:00-04:00,95.04,95.3151,94.965,95.22,1081769.0
2025-06-18 12:00:00-04:00,95.215,95.365,95.11,95.245,854772.0
2025-06-18 13:00:00-04:00,95.245,95.49,94.9,95.16,867107.0
2025-06-18 14:00:00-04:00,95.15,95.341,94.95,94.99,901728.0
2025-06-18 15:00:00-04:00,94.98,95.4699,94.92,95.13,2824788.0
2025-06-18 16:00:00-04:00,95.09,95.19,95.08,95.16,2517521.0
2025-06-18 17:00:00-04:00,95.15,95.15,95.0,95.1398,4423.0
2025-06-18 18:00:00-04:00,95.1013,95.15,95.0,95.14,2950.0
