Date,Open,High,Low,Close,Volume
2023-06-15 10:00:00,0.9533,0.9800,0.8560,0.9006,259385.0000
2023-06-15 14:00:00,0.9173,0.9174,0.8837,0.8837,19093.0000
2023-06-15 18:00:00,0.8700,0.8700,0.8700,0.8700,777.0000
2023-06-16 02:00:00,0.8489,0.8489,0.8389,0.8389,200.0000
2023-06-16 06:00:00,0.8800,0.8900,0.8250,0.8287,96820.0000
2023-06-16 10:00:00,0.8275,0.8400,0.8201,0.8400,65994.0000
2023-06-16 14:00:00,0.8350,0.8600,0.8251,0.8521,61035.0000
2023-06-16 18:00:00,0.8520,0.8520,0.8520,0.8520,3000.0000
2023-06-20 06:00:00,0.8751,0.8751,0.8400,0.8652,40344.0000
2023-06-20 10:00:00,0.8416,0.9410,0.8412,0.9300,135908.0000
2023-06-20 14:00:00,0.9204,0.9600,0.9102,0.9110,116986.0000
2023-06-21 06:00:00,0.9110,0.9500,0.9110,0.9400,26061.0000
2023-06-21 10:00:00,0.9451,0.9500,0.9061,0.9061,42785.0000
2023-06-21 14:00:00,0.9100,0.9220,0.8900,0.8900,11923.0000
2023-06-22 06:00:00,0.8700,0.9150,0.8600,0.9150,3657.0000
2023-06-22 10:00:00,0.9149,0.9500,0.9000,0.9449,72787.0000
2023-06-22 14:00:00,0.9497,0.9498,0.8800,0.9191,38631.0000
2023-06-23 06:00:00,0.9100,0.9200,0.9100,0.9102,7549.0000
2023-06-23 10:00:00,0.9101,0.9101,0.8810,0.8980,27171.0000
2023-06-23 14:00:00,0.8997,0.9100,0.8900,0.8901,33955.0000
2023-06-26 06:00:00,0.8900,0.9400,0.8800,0.9398,70192.0000
2023-06-26 10:00:00,0.9349,0.9400,0.7800,0.8501,226138.0000
2023-06-26 14:00:00,0.8500,0.8900,0.7950,0.8141,54536.0000
2023-06-27 06:00:00,0.8600,0.9100,0.8526,0.8601,27432.0000
2023-06-27 10:00:00,0.8601,0.8900,0.8001,0.8300,71387.0000
2023-06-27 14:00:00,0.8373,0.8420,0.8164,0.8164,9733.0000
2023-06-28 06:00:00,0.8572,0.8573,0.8400,0.8495,5021.0000
2023-06-28 10:00:00,0.8495,0.8800,0.8110,0.8299,82276.0000
2023-06-28 14:00:00,0.8299,0.8521,0.8200,0.8384,40086.0000
2023-06-29 06:00:00,0.8350,0.8497,0.8350,0.8496,6406.0000
2023-06-29 10:00:00,0.8497,0.8650,0.8325,0.8600,18101.0000
2023-06-29 14:00:00,0.8600,0.8650,0.8387,0.8575,68673.0000
2023-06-30 06:00:00,0.8600,0.8930,0.8500,0.8500,1265.0000
2023-06-30 10:00:00,0.8525,0.9234,0.8501,0.9198,40815.0000
2023-06-30 14:00:00,0.9198,0.9299,0.9100,0.9204,42265.0000
2023-07-03 06:00:00,0.9400,0.9499,0.9200,0.9299,15818.0000
2023-07-03 10:00:00,0.9400,1.0000,0.9200,0.9407,53758.0000
2023-07-05 06:00:00,0.9407,0.9407,0.9100,0.9300,7394.0000
2023-07-05 10:00:00,0.9200,0.9900,0.9101,0.9400,49967.0000
2023-07-05 14:00:00,0.9400,0.9526,0.9302,0.9400,11629.0000
2023-07-06 06:00:00,0.9500,0.9500,0.9312,0.9388,6836.0000
2023-07-06 10:00:00,0.9389,0.9400,0.8850,0.8951,49881.0000
2023-07-06 14:00:00,0.9200,0.9200,0.8841,0.8841,15979.0000
2023-07-06 18:00:00,0.9101,0.9101,0.9101,0.9101,464.0000
2023-07-07 06:00:00,0.8800,0.9295,0.8701,0.9221,12938.0000
2023-07-07 10:00:00,0.9014,0.9222,0.8500,0.8943,137785.0000
2023-07-07 14:00:00,0.8804,0.8944,0.8711,0.8908,24512.0000
2023-07-10 06:00:00,0.8800,0.8908,0.8500,0.8680,28530.0000
2023-07-10 10:00:00,0.8700,0.9099,0.8660,0.9001,68323.0000
2023-07-10 14:00:00,0.9199,0.9199,0.9000,0.9050,20634.0000
2023-07-11 02:00:00,0.8500,0.8500,0.8400,0.8400,200.0000
2023-07-11 06:00:00,0.8500,0.9137,0.8500,0.8800,1608.0000
2023-07-11 10:00:00,0.8863,0.8975,0.8530,0.8700,64376.0000
2023-07-11 14:00:00,0.8700,0.8990,0.8575,0.8812,42580.0000
2023-07-11 18:00:00,0.8899,0.8899,0.8899,0.8899,500.0000
2023-07-12 06:00:00,0.8552,0.9100,0.8450,0.8625,15167.0000
2023-07-12 10:00:00,0.8603,0.8772,0.8100,0.8495,89471.0000
2023-07-12 14:00:00,0.8357,0.8796,0.8350,0.8350,36726.0000
2023-07-12 18:00:00,0.8200,0.8200,0.7810,0.8200,4726.0000
2023-07-13 06:00:00,0.8220,0.8416,0.8210,0.8416,3280.0000
2023-07-13 10:00:00,0.8416,0.8595,0.8010,0.8098,76029.0000
2023-07-13 14:00:00,0.8098,0.8300,0.7894,0.8264,66600.0000
2023-07-14 06:00:00,0.8002,0.8248,0.7892,0.7895,45183.0000
2023-07-14 10:00:00,0.8199,0.8199,0.7800,0.8090,113329.0000
2023-07-14 14:00:00,0.8091,0.8195,0.8091,0.8100,4751.0000
2023-07-17 02:00:00,0.7810,0.7910,0.7810,0.7910,200.0000
2023-07-17 06:00:00,0.8238,0.8700,0.8168,0.8203,36049.0000
2023-07-17 10:00:00,0.8283,0.8499,0.8205,0.8379,26108.0000
2023-07-17 14:00:00,0.8379,0.8630,0.8379,0.8450,40004.0000
2023-07-18 06:00:00,0.8743,0.8743,0.8514,0.8607,12287.0000
2023-07-18 10:00:00,0.8514,0.8600,0.8450,0.8592,13060.0000
2023-07-18 14:00:00,0.8567,0.8592,0.8450,0.8533,16857.0000
2023-07-19 06:00:00,0.8210,0.8477,0.8200,0.8424,12269.0000
2023-07-19 10:00:00,0.8412,0.8600,0.8353,0.8500,19634.0000
2023-07-19 14:00:00,0.8500,0.8579,0.8377,0.8579,16325.0000
2023-07-20 06:00:00,0.8350,0.8552,0.8350,0.8355,7488.0000
2023-07-20 10:00:00,0.8553,0.8750,0.8496,0.8496,6998.0000
2023-07-20 14:00:00,0.8680,0.8880,0.8600,0.8878,24096.0000
2023-07-21 06:00:00,0.8792,0.8792,0.8530,0.8700,18142.0000
2023-07-21 10:00:00,0.8529,0.8700,0.8250,0.8557,36705.0000
2023-07-21 14:00:00,0.8540,0.8699,0.8376,0.8600,10046.0000
2023-07-24 06:00:00,0.8800,0.8900,0.8332,0.8400,15598.0000
2023-07-24 10:00:00,0.8400,0.8501,0.8400,0.8500,16197.0000
